age,education_num,occupation,sex,hours_per_week,income,marital_status_Married,marital_status_Never-married,marital_status_Separated,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,workclass_Government,workclass_Not-working,workclass_Private,workclass_Self-employed,workclass_Unknown,capital_net_log
43,13,0.44848935116394256,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
20,9,0.22531017369727047,1,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0
21,9,0.10297356828193832,0,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
39,13,0.4852204408817635,1,55,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
45,9,0.27064732142857145,1,60,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
55,10,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
45,13,0.44848935116394256,0,50,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9.261128538808288
40,7,0.2029262086513995,1,55,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
26,9,0.44848935116394256,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0
22,10,0.061481481481481484,1,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
55,9,0.27064732142857145,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
59,10,0.0410958904109589,0,40,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
35,15,0.10297356828193832,1,45,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8.473868066677865
40,12,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
54,10,0.27064732142857145,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.895492631451633
45,10,0.27064732142857145,1,65,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
39,14,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
31,13,0.22531017369727047,1,40,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,9.06126014896203
39,10,0.4852204408817635,0,40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-6.439350371100098
21,9,0.12461851475076297,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
28,14,0.44848935116394256,1,50,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,14,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
44,11,0.3048245614035088,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,13,0.3048245614035088,1,40,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0
42,10,0.13383499059392637,0,41,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
35,9,0.2029262086513995,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
22,6,0.13383499059392637,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
23,10,0.061481481481481484,1,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
29,9,0.22531017369727047,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
21,11,0.11627906976744186,0,30,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-7.3796321526095525
19,10,0.27064732142857145,1,35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
26,6,0.13383499059392637,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
54,10,0.4852204408817635,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
63,9,0.13383499059392637,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
39,15,0.44848935116394256,1,55,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
24,12,0.22531017369727047,1,40,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.06126014896203
33,13,0.0410958904109589,0,24,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
23,10,0.27064732142857145,0,28,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
67,11,0.10297356828193832,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
56,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
59,11,0.44848935116394256,0,36,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
46,9,0.13383499059392637,1,80,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
38,9,0.44848935116394256,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
42,9,0.27064732142857145,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.552367266423891
53,9,0.3048245614035088,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
55,13,0.4852204408817635,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
51,16,0.44848935116394256,1,52,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8.386400901166214
51,9,0.2029262086513995,1,40,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
46,13,0.0410958904109589,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
55,14,0.27064732142857145,1,55,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8.04044688130311
20,7,0.10297356828193832,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0
56,9,0.13383499059392637,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
51,9,0.4852204408817635,1,55,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.386400901166214
59,16,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.789868559054706
32,10,0.3048245614035088,1,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-7.591357046698551
25,1,0.11627906976744186,1,35,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
31,13,0.44848935116394256,0,43,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,8.94754601503218
65,9,0.4852204408817635,1,59,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
40,10,0.22531017369727047,1,50,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
51,13,0.27064732142857145,1,55,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
44,13,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
50,10,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
43,13,0.44848935116394256,0,50,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,9.617470759403409
48,13,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
38,13,0.27064732142857145,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
34,10,0.3048245614035088,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.303843225277705
61,9,0.2029262086513995,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
20,9,0.22531017369727047,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
41,9,0.11627906976744186,0,40,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
84,10,0.27064732142857145,1,35,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
48,13,0.27064732142857145,1,40,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
25,10,0.13383499059392637,0,40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
56,14,0.22531017369727047,1,50,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
35,13,0.4852204408817635,0,60,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0
27,9,0.061481481481481484,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
24,13,0.4852204408817635,1,40,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0
39,15,0.44848935116394256,1,50,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-7.543273346705446
37,14,0.4852204408817635,0,40,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
43,14,0.44848935116394256,0,35,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
20,6,0.10297356828193832,1,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0
50,10,0.0410958904109589,0,40,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
28,15,0.44848935116394256,1,99,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
66,10,0.10297356828193832,1,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
20,9,0.22531017369727047,1,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
63,14,0.3048245614035088,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.519989278718239
41,10,0.13383499059392637,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
51,10,0.32608695652173914,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
34,9,0.22531017369727047,1,43,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
21,9,0.27064732142857145,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
24,10,0.2029262086513995,1,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0
33,9,0.22531017369727047,1,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
58,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,14,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
27,11,0.22531017369727047,1,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0
58,16,0.44848935116394256,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8.310169021981912
45,10,0.2029262086513995,1,65,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
54,9,0.4852204408817635,1,98,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
62,13,0.27064732142857145,1,40,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,11.512925464970229
55,13,0.4852204408817635,1,99,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
53,14,0.4852204408817635,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
61,9,0.2029262086513995,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
18,9,0.0410958904109589,0,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
25,5,0.2029262086513995,1,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0
22,9,0.061481481481481484,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
22,10,0.27064732142857145,1,35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
35,9,0.061481481481481484,1,40,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0
41,9,0.22531017369727047,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
19,8,0.0410958904109589,0,20,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0
64,10,0.13383499059392637,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,9,0.27064732142857145,0,45,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
46,13,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9.617470759403409
21,10,0.27064732142857145,0,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
30,10,0.13383499059392637,0,60,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0
19,10,0.0410958904109589,1,25,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
55,10,0.13383499059392637,1,40,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
36,9,0.13383499059392637,0,40,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
46,4,0.0410958904109589,0,40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
53,14,0.4852204408817635,1,43,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
53,9,0.13383499059392637,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
18,8,0.0410958904109589,0,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
27,9,0.12461851475076297,1,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0
28,14,0.44848935116394256,0,35,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8.94754601503218
30,10,0.13383499059392637,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
55,13,0.4852204408817635,1,55,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.617470759403409
37,13,0.13383499059392637,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
29,9,0.22531017369727047,1,50,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0
27,14,0.27064732142857145,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
43,9,0.4852204408817635,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
35,5,0.22531017369727047,1,50,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
23,10,0.0410958904109589,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,8.444837529224097
44,15,0.44848935116394256,1,40,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
32,10,0.22531017369727047,1,45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,8.444837529224097
51,12,0.27064732142857145,1,38,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
61,10,0.27064732142857145,0,20,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0
55,13,0.27064732142857145,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
56,6,0.0410958904109589,1,35,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
90,13,0.44848935116394256,0,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
44,9,0.2029262086513995,1,50,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
43,10,0.11627906976744186,1,50,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
37,6,0.22531017369727047,1,35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
41,14,0.4852204408817635,0,60,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
33,12,0.0410958904109589,1,40,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
46,12,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
53,10,0.2029262086513995,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.543273346705446
60,10,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
47,10,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
36,10,0.27064732142857145,1,60,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9.617470759403409
32,6,0.22531017369727047,1,40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
43,10,0.22531017369727047,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
29,9,0.061481481481481484,1,45,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-7.372118028337787
68,9,0.4852204408817635,0,10,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
39,9,0.4852204408817635,1,40,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9.571156728415465
32,4,0.27064732142857145,0,35,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
32,7,0.22531017369727047,1,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0
35,11,0.0410958904109589,0,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
18,9,0.10297356828193832,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0
60,13,0.10297356828193832,1,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
30,9,0.22531017369727047,1,50,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
40,10,0.27064732142857145,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
31,11,0.4852204408817635,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
36,9,0.13383499059392637,1,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
49,9,0.13383499059392637,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
43,10,0.44848935116394256,0,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
41,9,0.27064732142857145,1,55,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-7.543273346705446
47,10,0.27064732142857145,1,60,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,11.512925464970229
53,14,0.27064732142857145,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
29,11,0.22531017369727047,1,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0
36,13,0.27064732142857145,1,35,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.589841512182657
23,10,0.11627906976744186,1,45,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0
36,11,0.13383499059392637,1,42,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
26,14,0.4852204408817635,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
30,9,0.44848935116394256,1,35,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
23,9,0.10297356828193832,1,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
35,14,0.12461851475076297,1,48,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,13,0.44848935116394256,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.895492631451633
21,9,0.27064732142857145,0,36,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
59,6,0.11627906976744186,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
48,11,0.4852204408817635,1,43,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
58,9,0.22531017369727047,1,52,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.06126014896203
41,13,0.44848935116394256,1,65,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
55,7,0.0410958904109589,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.422373700986824
37,13,0.44848935116394256,1,36,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
49,13,0.4852204408817635,1,45,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
56,10,0.22531017369727047,1,50,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
41,13,0.0410958904109589,1,37,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
50,13,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.895492631451633
31,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
65,9,0.13383499059392637,0,36,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-6.698268054115413
38,9,0.32608695652173914,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
42,9,0.4852204408817635,0,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
51,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-7.551186867296149
49,9,0.27064732142857145,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
48,10,0.2029262086513995,1,53,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.109525659752872
65,13,0.27064732142857145,1,10,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8.247743887225516
51,5,0.27064732142857145,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
29,4,0.0410958904109589,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
55,10,0.27064732142857145,1,40,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
32,14,0.4852204408817635,1,55,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
47,9,0.0410958904109589,1,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
31,13,0.4852204408817635,0,50,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,9.571156728415465
30,13,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,11.512925464970229
24,10,0.32608695652173914,1,72,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
32,13,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.617470759403409
38,13,0.27064732142857145,1,55,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
50,13,0.44848935116394256,0,40,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0
37,10,0.27064732142857145,1,55,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,10,0.4852204408817635,1,80,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
24,10,0.4852204408817635,0,20,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
28,10,0.27064732142857145,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
36,14,0.13383499059392637,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.589841512182657
32,10,0.44848935116394256,1,38,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
29,8,0.2029262086513995,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,15,0.44848935116394256,1,50,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
39,9,0.4852204408817635,1,60,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8.04044688130311
46,15,0.44848935116394256,1,65,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
47,13,0.13383499059392637,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
54,4,0.10297356828193832,0,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
29,9,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
31,13,0.44848935116394256,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
72,10,0.4852204408817635,1,25,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
25,13,0.44848935116394256,0,30,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
29,9,0.061481481481481484,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
62,10,0.13383499059392637,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
52,14,0.4852204408817635,1,60,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9.617470759403409
25,10,0.0410958904109589,1,48,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7.862497197230545
27,10,0.0410958904109589,0,50,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
22,10,0.3048245614035088,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0
55,3,0.10297356828193832,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
27,10,0.0410958904109589,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
26,13,0.44848935116394256,1,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
46,9,0.061481481481481484,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
54,10,0.4852204408817635,0,35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
56,10,0.32608695652173914,1,48,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
27,9,0.12461851475076297,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
23,13,0.0410958904109589,0,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
34,9,0.13383499059392637,1,50,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
53,9,0.4852204408817635,0,50,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
37,14,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
38,10,0.32608695652173914,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
27,5,0.0410958904109589,1,50,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
46,13,0.4852204408817635,1,44,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,14,0.4852204408817635,1,45,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
43,9,0.32608695652173914,0,40,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
42,15,0.27064732142857145,0,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,9.617470759403409
47,13,0.4852204408817635,0,45,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0
39,13,0.44848935116394256,1,35,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
17,8,0.10297356828193832,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0
25,11,0.3048245614035088,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
44,10,0.27064732142857145,0,35,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0
60,9,0.22531017369727047,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
30,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
32,10,0.4852204408817635,0,35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0
31,9,0.32608695652173914,1,47,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
41,4,0.0410958904109589,0,40,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0
59,13,0.32608695652173914,1,30,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
44,7,0.0410958904109589,0,60,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
46,13,0.44848935116394256,0,40,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
18,9,0.10297356828193832,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0
49,14,0.4852204408817635,1,56,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
45,10,0.13383499059392637,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
50,14,0.4852204408817635,1,65,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.617470759403409
38,14,0.44848935116394256,1,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
34,9,0.0410958904109589,0,35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-7.462214939768189
40,10,0.22531017369727047,1,44,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
47,9,0.4852204408817635,0,43,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
54,9,0.44848935116394256,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
41,11,0.44848935116394256,0,15,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0
